Error parsing query: 
join tree:
beers -> locations

Q_locations =: q_locations
set Q_locations
 to
+------+------+----------+----------+--------------------+
| u4   | v    | y        | z        | w                  |
| 1745 | 133 | Mississippi Fire Ant                                 | 0.08               | 80  | 16   | American Amber / Red Ale            | American Amber / Red Ale       |
| 1746 | 330 | Dead Armadillo Amber Ale                             | 0.063              | 37  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 1747 | 329 | Bronx Black Pale Ale                                 | 0.057              | 46  | 16   | American Black Ale                  | NA                             |
| 1748 | 329 | Bronx Summer Pale Ale                                | 0.052              | 16  | 16   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1749 | 328 | Just IPA                                             | 0.046              | 45  | 12   | American IPA                        | American IPA                   |
| 1750 | 166 | Birth IPA                                            |                    | NA  | 12   | American IPA                        | American IPA                   |
| 1751 | 166 | One Nut Brown                                        | 0.05               | NA  | 12   | English Brown Ale                   | NA                             |
| 1752 | 166 | Icey.P.A.                                            |                    | NA  | 16   | American IPA                        | American IPA                   |
| 1753 | 327 | Heyoka IPA                                           | 0.07               | NA  | 16   | American IPA                        | American IPA                   |
| 1754 | 152 | Parade Ground Coffee Porter                          | 0.07               | 35  | 12   | American Porter                     | NA                             |
| 1755 | 152 | Juke Joint IPA                                       | 0.07               | 60  | 12   | American IPA                        | American IPA                   |
| 1756 | 326 | When Helles Freezes Over                             | 0.0559999999999999 | 18  | 12   | Munich Helles Lager                 | NA                             |
| 1757 | 325 | Trauger Pilsner                                      | 0.048              | NA  | 12   | German Pilsener                     | NA                             |
| 1758 | 325 | County Line IPA                                      | 0.066              | NA  | 12   | American IPA                        | American IPA                   |
| 1759 | 324 | Pisgah Pale Ale                                      | 0.057              | 31  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1760 | 324 | GreyBeardâ„¢ IPA                                     | 0.069              | 51  | 12   | American IPA                        | American IPA                   |
| 1762 | 220 | Hemlock Double IPA                                   | 0.095              | 104 | 12   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 1763 | 323 | Geary's Pale Ale                                     | 0.045              | NA  | 12   | English Pale Ale                    | NA                             |
| 1764 | 43  | Rudolph's Red                                        | 0.081              | NA  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 1765 | 183 | Golden Ratio IPA                                     | 0.07               | 68  | 16   | American IPA                        | American IPA                   |
| 1766 | 183 | Humulus Nimbus Super Pale Ale                        | 0.06               | 53  | 16   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1767 | 183 | Seventh Son Hopped Red Ale                           | 0.077              | 40  | 16   | American Amber / Red Ale            | American Amber / Red Ale       |
| 1768 | 183 | Stone Fort Brown Ale                                 | 0.053              | 20  | 16   | English Brown Ale                   | NA                             |
| 1769 | 322 | White Magick of the Sun                              | 0.079              | 23  | 12   | Witbier                             | NA                             |
| 1770 | 322 | Voodoo Love Child                                    | 0.092              | 25  | 12   | Tripel                              | NA                             |
| 1771 | 321 | Lil SIPA                                             | 0.05               | 55  | 16   | American IPA                        | American IPA                   |
| 1772 | 320 | Jacaranada Rye IPA                                   | 0.067              | 60  | 16   | American IPA                        | American IPA                   |
| 1773 | 319 | 12 Man Pale Ale                                      | 0.045              | NA  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1774 | 242 | Hijack                                               | 0.055              | 20  | 12   | Cream Ale                           | NA                             |
| 1775 | 143 | Autocrat Coffee Milk Stout                           | 0.053              | 30  | 16   | Milk / Sweet Stout                  | NA                             |
| 1776 | 318 | All Nighter Ale                                      | 0.045              | NA  | 12   | Extra Special / Strong Bitter (ESB) | NA                             |
| 1777 | 240 | 2020 IPA                                             | 0.074              | 74  | 16   | American IPA                        | American IPA                   |
| 1778 | 292 | On the Count of 3 (2015)                             | 0.07               | 42  | 16   | Hefeweizen                          | NA                             |
| 1779 | 142 | Lost Trout Brown Ale                                 | 0.049              | NA  | 12   | American Brown Ale                  | NA                             |
| 1780 | 142 | Rise to the Top                                      | 0.0409999999999999 | NA  | 12   | Cream Ale                           | NA                             |
| 1781 | 142 | Three Way Pale Ale                                   | 0.052              | NA  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1782 | 164 | Kiss Off IPA                                         | 0.063              | NA  | 12   | American IPA                        | American IPA                   |
| 1783 | 317 | Toughcats IPA                                        | 0.072              | NA  | 16   | American IPA                        | American IPA                   |
| 1784 | 316 | Appreciation Ale                                     |                    | NA  | 16   | American IPA                        | American IPA                   |
| 1785 | 10  | Le Flaneur Ale                                       | 0.073              | NA  | 16   | American Wild Ale                   | NA                             |
| 1786 | 315 | Half Court IPA                                       | 0.063              | NA  | 16   | American IPA                        | American IPA                   |
| 1787 | 315 | Floyd's Folly                                        | 0.08               | NA  | 16   | Scottish Ale                        | NA                             |
| 1788 | 315 | Monon Wheat                                          | 0.054              | NA  | 16   | Witbier                             | NA                             |
| 1789 | 315 | Lost River Blonde Ale                                | 0.049              | NA  | 16   | American Blonde Ale                 | American Blonde Ale            |
| 1790 | 166 | CAN'D AID Foundation                                 |                    | NA  | 12   | NA                                  | NA                             |
| 1791 | 314 | Hot Date Ale                                         | 0.06               | 20  | 16   | Chile Beer                          | NA                             |
| 1792 | 313 | Iron Butt Red Ale                                    | 0.0579999999999999 | 39  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 1793 | 312 | Thunder Ann                                          | 0.055              | 37  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1794 | 205 | People's Pilsner                                     | 0.045              | NA  | 12   | German Pilsener                     | NA                             |
| 1795 | 311 | Filthy Hoppin' IPA                                   | 0.065              | 72  | 16   | American IPA                        | American IPA                   |
| 1796 | 166 | The CROWLERâ„¢                                       |                    | NA  | 32   | NA                                  | NA                             |
| 1797 | 310 | Black Bay Milk Stout                                 | 0.05               | NA  | 12   | Milk / Sweet Stout                  | NA                             |
| 1798 | 309 | Thanksgiving Ale                                     | 0.05               | NA  | 12   | KÃ¶lsch                             | NA                             |
| 1799 | 308 | Are Wheat There Yet?                                 | 0.055              | 28  | 12   | American Pale Wheat Ale             | American Pale Wheat Ale        |
| 1800 | 308 | Rollin Dirty Red Ale                                 | 0.05               | 21  | 12   | Irish Red Ale                       | NA                             |
| 1801 | 308 | Last Stop IPA                                        | 0.072              | 60  | 12   | American IPA                        | American IPA                   |
| 1802 | 308 | You're My Boy, Blue                                  | 0.05               | NA  | 12   | Fruit / Vegetable Beer              | NA                             |
| 1803 | 206 | Java the Hop                                         | 0.065              | NA  | 16   | American IPA                        | American IPA                   |
| 1804 | 212 | MjÃ¶llnir                                            | 0.066              | NA  | 12   | Herbed / Spiced Beer                | NA                             |
| 1805 | 307 | Rodeo Rye Pale Ale                                   | 0.042              | 35  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1806 | 306 | Hoptopus Double IPA                                  | 0.088              | 108 | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 1807 | 42  | Maine Island Trail Ale                               | 0.043              | NA  | 16   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1808 | 155 | Pilot Rock Porter                                    | 0.06               | NA  | 12   | American Porter                     | NA                             |
| 1809 | 227 | The Tradition                                        | 0.05               | 15  | 12   | American Blonde Ale                 | American Blonde Ale            |
| 1810 | 272 | Focal Banger                                         | 0.07               | NA  | 16   | American IPA                        | American IPA                   |
| 1811 | 305 | Marblehead                                           | 0.055              | NA  | 16   | American Amber / Red Ale            | American Amber / Red Ale       |
| 1812 | 304 | Quarter Mile Double IPA                              | 0.08               | 80  | 12   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 1813 | 303 | #9                                                   | 0.051              | 20  | 16   | Fruit / Vegetable Beer              | NA                             |
| 1814 | 223 | Pleasure Town IPA                                    | 0.063              | 61  | 12   | American IPA                        | American IPA                   |
| 1815 | 91  | SPRYE                                                | 0.05               | 40  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1816 | 91  | LIFT                                                 | 0.047              | 11  | 12   | KÃ¶lsch                             | NA                             |
| 1817 | 17  | Klingon Warnog Roggen Dunkel                         | 0.055              | NA  | 16   | Roggenbier                          | NA                             |
| 1818 | 171 | Keebarlin' Pale Ale                                  | 0.042              | NA  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1819 | 175 | Spiteful IPA                                         | 0.062              | NA  | 12   | American IPA                        | American IPA                   |
| 1820 | 175 | Ghost Bike Pale Ale                                  | 0.073              | NA  | 16   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1821 | 175 | Bitter Biker Double IPA                              | 0.096              | NA  | 12   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 1823 | 302 | Wasatch Ghostrider White IPA                         | 0.06               | NA  | 12   | American White IPA                  | NA                             |
| 1824 | 302 | Devastator Double Bock                               | 0.08               | NA  | 12   | Doppelbock                          | NA                             |
| 1825 | 302 | Squatters Hop Rising Double IPA                      | 0.09               | 75  | 12   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 1826 | 302 | Squatters Full Suspension Pale Ale                   | 0.04               | NA  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1827 | 127 | Deep Ellum Pale Ale                                  | 0.06               | NA  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1828 | 301 | Hopsmith Pale Lager                                  | 0.06               | NA  | 16   | American Pale Lager                 | NA                             |
| 1829 | 88  | 312 Urban Wheat Ale                                  | 0.042              | 18  | 12   | American Pale Wheat Ale             | American Pale Wheat Ale        |
| 1830 | 300 | Porch Rocker                                         | 0.045              | 8   | 12   | Radler                              | NA                             |
| 1831 | 299 | Our Legacy IPA                                       | 0.065              | 60  | 12   | American IPA                        | American IPA                   |
| 1832 | 298 | Adam's Stout                                         | 0.0579999999999999 | 40  | 12   | American Stout                      | NA                             |
| 1833 | 297 | Hop Farm IPA                                         | 0.0579999999999999 | 45  | 12   | American IPA                        | American IPA                   |
| 1834 | 297 | One Nut Brown                                        | 0.047              | 28  | 12   | American Brown Ale                  | NA                             |
| 1835 | 297 | Provision                                            | 0.042              | 25  | 12   | Saison / Farmhouse Ale              | NA                             |
| 1836 | 296 | Widmer Brothers Hefeweizen                           | 0.049              | 30  | 12   | Hefeweizen                          | NA                             |
| 1837 | 296 | Hefe Black                                           | 0.049              | 30  | 12   | Hefeweizen                          | NA                             |
| 1838 | 296 | Hefe Lemon                                           | 0.049              | 30  | 12   | Radler                              | NA                             |
| 1839 | 122 | Chin Music Amber Lager                               | 0.045              | 24  | 12   | American Amber / Red Lager          | NA                             |
| 1841 | 164 | Alpha Blackback                                      | 0.072              | NA  | 12   | American Black Ale                  | NA                             |
| 1842 | 164 | Original Slacker Ale                                 | 0.0559999999999999 | 40  | 12   | English Brown Ale                   | NA                             |
| 1843 | 295 | Strawberry White                                     | 0.047              | NA  | 12   | Witbier                             | NA                             |
| 1844 | 295 | Wachusett IPA                                        | 0.0559999999999999 | 50  | 12   | American IPA                        | American IPA                   |
| 1845 | 295 | Green Monsta IPA                                     | 0.06               | 55  | 12   | American IPA                        | American IPA                   |
| 1846 | 295 | Wachusett Light IPA                                  | 0.04               | 37  | 12   | American IPA                        | American IPA                   |
| 1847 | 294 | Colorado Red Ale                                     | 0.066              | 44  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 1848 | 294 | American Red Saison                                  | 0.078              | 34  | 12   | Saison / Farmhouse Ale              | NA                             |
| 1849 | 294 | American Red Porter                                  | 0.071              | 45  | 12   | American Porter                     | NA                             |
| 1850 | 294 | American India Red Ale                               | 0.071              | 83  | 12   | American Strong Ale                 | NA                             |
| 1851 | 93  | Cougar                                               | 0.048              | 25  | 12   | American Blonde Ale                 | American Blonde Ale            |
| 1852 | 93  | Truth                                                | 0.072              | 75  | 12   | American IPA                        | American IPA                   |
| 1853 | 51  | Ferus Fluxus Wild Belgian Pale Ale                   | 0.075              | 30  | 19.2 | American Wild Ale                   | NA                             |
| 1854 | 293 | Blue Boots IPA                                       | 0.069              | NA  | 16   | American IPA                        | American IPA                   |
| 1855 | 292 | Tarnation California-Style Lager                     | 0.053              | NA  | 12   | California Common / Steam Beer      | NA                             |
| 1856 | 291 | IPA & a Half                                         | 0.073              | 87  | 12   | American IPA                        | American IPA                   |
| 1857 | 290 | Supergoose IPA                                       | 0.069              | 67  | 12   | American IPA                        | American IPA                   |
| 1858 | 172 | Hodad Porter                                         | 0.055              | 30  | 16   | American Porter                     | NA                             |
| 1859 | 166 | Old Chub NITRO                                       | 0.08               | NA  | 16   | Scotch Ale / Wee Heavy              | NA                             |
| 1860 | 289 | Rogue American Amber Ale                             | 0.051              | NA  | 16   | American Amber / Red Ale            | American Amber / Red Ale       |
| 1861 | 128 | BLAKKR                                               | 0.099              | 85  | 12   | American Black Ale                  | NA                             |
| 1864 | 288 | Saint Archer Blonde                                  | 0.048              | 22  | 12   | KÃ¶lsch                             | NA                             |
| 1865 | 288 | Saint Archer Pale Ale                                | 0.052              | 40  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1867 | 288 | Saint Archer IPA                                     | 0.068              | 66  | 12   | American IPA                        | American IPA                   |
| 1868 | 288 | Saint Archer White Ale                               | 0.05               | 15  | 12   | Witbier                             | NA                             |
| 1870 | 60  | Contact High                                         | 0.05               | 28  | 12   | American Pale Wheat Ale             | American Pale Wheat Ale        |
| 1872 | 287 | Local Buzz                                           | 0.052              | 20  | 12   | American Blonde Ale                 | American Blonde Ale            |
| 1873 | 287 | Block Party Robust Porter                            | 0.057              | 40  | 12   | American Porter                     | NA                             |
| 1874 | 287 | El Chingon IPA                                       | 0.076              | 73  | 12   | American IPA                        | American IPA                   |
| 1875 | 286 | Naked Pig Pale Ale                                   | 0.06               | 43  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1876 | 286 | Truck Stop Honey Brown Ale                           | 0.06               | NA  | 12   | English Brown Ale                   | NA                             |
| 1877 | 43  | Patrick's Poison                                     | 0.08               | NA  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 1878 | 43  | OH-PA Session Pale Ale                               | 0.048              | NA  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1879 | 43  | Hop Lace                                             | 0.062              | NA  | 12   | American White IPA                  | NA                             |
| 1880 | 43  | All Aboard! Anniversary Stout                        | 0.071              | NA  | 12   | Oatmeal Stout                       | NA                             |
| 1881 | 285 | Seiche Scottish Ale                                  | 0.078              | 16  | 16   | Scottish Ale                        | NA                             |
| 1882 | 285 | Whitecap Wit                                         | 0.048              | 16  | 16   | Witbier                             | NA                             |
| 1883 | 166 | Centennial State Pale Ale                            | 0.052              | NA  | 19.2 | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1884 | 284 | Hop Freak                                            | 0.087              | 80  | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 1885 | 283 | Gutch English Style Mild Ale                         | 0.05               | 16  | 12   | English Pale Mild Ale               | NA                             |
| 1886 | 283 | Thrasher Session India Pale Ale                      | 0.045              | 44  | 12   | American IPA                        | American IPA                   |
| 1887 | 57  | Abbey's Single Ale (Current)                         | 0.049              | 22  | 12   | Abbey Single Ale                    | NA                             |
| 1888 | 57  | Hoperation Overload                                  | 0.096              | 85  | 12   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 1889 | 282 | Leatherhead Red                                      | 0.052              | NA  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 1890 | 281 | Lucky Buck                                           | 0.04               | 34  | 16   | Irish Dry Stout                     | NA                             |
| 1891 | 281 | Longhop IPA                                          | 0.042              | 30  | 16   | American IPA                        | American IPA                   |
| 1893 | 280 | Hill 88 Double IPA                                   | 0.088              | 77  | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 1894 | 280 | Pt. Bonita Rustic Lager                              | 0.062              | 40  | 16   | American Pale Lager                 | NA                             |
| 1895 | 280 | Groupe G                                             | 0.076              | 65  | 16   | Belgian IPA                         | NA                             |
| 1896 | 112 | Aftermath Pale Ale                                   | 0.0579999999999999 | 44  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1897 | 112 | Black Market Hefeweizen                              | 0.05               | 8   | 12   | Hefeweizen                          | NA                             |
| 1898 | 112 | Blackmarket Rye IPA                                  | 0.075              | 35  | 12   | American IPA                        | American IPA                   |
| 1899 | 279 | La Ferme Urbaine Farmhouse Ale                       | 0.078              | NA  | 12   | Saison / Farmhouse Ale              | NA                             |
| 1900 | 278 | Lost Sailor IPA                                      | 0.055              | 40  | 12   | English India Pale Ale (IPA)        | NA                             |
| 1901 | 75  | Bent Hop Golden IPA                                  | 0.062              | 68  | 12   | American IPA                        | American IPA                   |
| 1902 | 75  | 14Â° ESB                                             | 0.0559999999999999 | 32  | 12   | Extra Special / Strong Bitter (ESB) | NA                             |
| 1903 | 277 | Let It Ride IPA                                      | 0.068              | 90  | 12   | American IPA                        | American IPA                   |
| 1904 | 140 | White Rabbit                                         | 0.059              | 27  | 12   | Witbier                             | NA                             |
| 1905 | 83  | Sierra Nevada Pale Ale                               | 0.0559999999999999 | 37  | 16   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1906 | 276 | Driftwood Ale                                        | 0.06               | 49  | 12   | Extra Special / Strong Bitter (ESB) | NA                             |
| 1907 | 276 | Montauk Summer Ale                                   | 0.0559999999999999 | 28  | 12   | American Blonde Ale                 | American Blonde Ale            |
| 1908 | 275 | Fresh Slice White IPA                                | 0.055              | 45  | 12   | American White IPA                  | NA                             |
| 1909 | 274 | Big Chuck Barleywine                                 | 0.099              | NA  | 12   | American Barleywine                 | NA                             |
| 1910 | 192 | Lake House                                           | 0.046              | 18  | 16   | Munich Helles Lager                 | NA                             |
| 1911 | 206 | Suicide Squeeze IPA                                  | 0.045              | NA  | 16   | American IPA                        | American IPA                   |
| 1912 | 273 | 40 Mile IPA                                          | 0.06               | 50  | 12   | American IPA                        | American IPA                   |
| 1913 | 273 | Hydraulion Red                                       | 0.053              | 22  | 12   | Irish Red Ale                       | NA                             |
| 1914 | 272 | Beelzebub                                            | 0.08               | NA  | 16   | American Double / Imperial Stout    | NA                             |
| 1915 | 272 | The Crusher                                          | 0.096              | NA  | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 1916 | 272 | Petit Mutant                                         | 0.06               | NA  | 16   | American Wild Ale                   | NA                             |
| 1917 | 271 | Left of the Dial IPA                                 | 0.043              | NA  | 12   | American IPA                        | American IPA                   |
| 1918 | 83  | CANfusion Rye Bock                                   | 0.06               | NA  | 12   | Rye Beer                            | NA                             |
| 1919 | 83  | Yonder Bock                                          | 0.06               | NA  | 12   | Maibock / Helles Bock               | NA                             |
| 1920 | 270 | Alaskan Amber                                        | 0.053              | 18  | 12   | Altbier                             | NA                             |
| 1921 | 270 | Freeride APA                                         | 0.053              | 40  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1922 | 269 | Southern Drawl Pale Lager                            | 0.052              | NA  | 12   | American Pale Lager                 | NA                             |
| 1923 | 269 | Commotion APA                                        | 0.052              | 49  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1924 | 268 | Long Trail Ale                                       | 0.046              | 30  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 1925 | 159 | Trader Session IPA                                   | 0.04               | 42  | 12   | American IPA                        | American IPA                   |
| 1926 | 268 | Long Trail IPA                                       | 0.059              | 42  | 12   | English India Pale Ale (IPA)        | NA                             |
| 1927 | 267 | Beach Blonde                                         | 0.049              | 10  | 16   | American Blonde Ale                 | American Blonde Ale            |
| 1928 | 267 | Cape Cod Red                                         | 0.055              | 35  | 16   | American Amber / Red Ale            | American Amber / Red Ale       |
| 1929 | 172 | Second Fiddle                                        | 0.0819999999999999 | 80  | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 1930 | 266 | Summer Session Ale                                   | 0.05               | 61  | 12   | American Pale Wheat Ale             | American Pale Wheat Ale        |
| 1931 | 266 | Fresh Cut Pilsner                                    | 0.046              | NA  | 12   | American Pilsner                    | NA                             |
| 1932 | 51  | Thai Style White IPA                                 | 0.065              | 33  | 12   | American White IPA                  | NA                             |
| 1933 | 236 | Missile IPA                                          | 0.07               | 65  | 12   | American IPA                        | American IPA                   |
| 1934 | 30  | SunSpot Golden Ale                                   | 0.05               | 15  | 12   | American Blonde Ale                 | American Blonde Ale            |
| 1935 | 93  | Zen                                                  | 0.043              | 45  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1936 | 265 | Farmer's Tan Red Ale                                 | 0.06               | 30  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 1937 | 265 | Milk Mustachio Stout                                 | 0.065              | NA  | 12   | Milk / Sweet Stout                  | NA                             |
| 1938 | 265 | Almanac IPA                                          | 0.062              | 72  | 12   | American IPA                        | American IPA                   |
| 1939 | 210 | Gatecrasher                                          | 0.066              | NA  | 12   | English India Pale Ale (IPA)        | NA                             |
| 1940 | 222 | 077XX                                                | 0.078              | 80  | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 1941 | 222 | Monkey Chased the Weasel                             | 0.039              | 9   | 16   | Berliner Weissbier                  | NA                             |
| 1942 | 264 | Rudie Session IPA                                    | 0.045              | NA  | 12   | American IPA                        | American IPA                   |
| 1943 | 263 | Graham Cracker Porter                                | 0.05               | NA  | 12   | American Porter                     | NA                             |
| 1944 | 263 | Incredible Pedal IPA                                 | 0.07               | NA  | 12   | American IPA                        | American IPA                   |
| 1945 | 262 | Birdhouse Pale Ale                                   | 0.05               | NA  | 12   | Belgian Pale Ale                    | NA                             |
| 1946 | 261 | Overgrown American Pale Ale                          | 0.055              | 55  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1947 | 10  | Tree Bucket                                          | 0.093              | NA  | 16   | Belgian IPA                         | NA                             |
| 1948 | 25  | 30 Min Coma                                          |                    | NA  | 16   | Belgian IPA                         | NA                             |
| 1949 | 10  | Pothole Stout                                        | 0.063              | NA  | 16   | American Stout                      | NA                             |
| 1950 | 202 | Dragonfly IPA                                        | 0.06               | NA  | 16   | American IPA                        | American IPA                   |
| 1951 | 202 | Upland Wheat Ale                                     | 0.045              | 15  | 16   | Witbier                             | NA                             |
| 1952 | 260 | Train Wreck                                          | 0.0819999999999999 | NA  | 16   | American Amber / Red Ale            | American Amber / Red Ale       |
| 1953 | 12  | Honey Lav                                            | 0.052              | NA  | 12   | American Pale Wheat Ale             | American Pale Wheat Ale        |
| 1954 | 192 | Ghost Ship White IPA                                 | 0.0559999999999999 | 55  | 12   | American IPA                        | American IPA                   |
| 1955 | 76  | Best Brown                                           | 0.0579999999999999 | NA  | 16   | American Brown Ale                  | NA                             |
| 1956 | 205 | Farmer's Daughter Wheat                              | 0.042              | NA  | 12   | American Pale Wheat Ale             | American Pale Wheat Ale        |
| 1957 | 48  | 805 Blonde Ale                                       | 0.047              | NA  | 12   | American Blonde Ale                 | American Blonde Ale            |
| 1958 | 10  | Belgian Wit                                          | 0.045              | NA  | 16   | Witbier                             | NA                             |
| 1959 | 10  | Agent a Deux                                         | 0.065              | NA  | 16   | Belgian Dark Ale                    | NA                             |
| 1960 | 240 | Saison Pamplemousse                                  | 0.0579999999999999 | 35  | 12   | Saison / Farmhouse Ale              | NA                             |
| 1961 | 259 | Ozark American Pale Ale                              | 0.04               | 39  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1962 | 46  | Sensi Harvest                                        | 0.047              | 50  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1963 | 258 | Wonderstuff                                          | 0.054              | 48  | 12   | German Pilsener                     | NA                             |
| 1964 | 258 | Stargrazer                                           | 0.05               | 28  | 12   | Schwarzbier                         | NA                             |
| 1965 | 258 | Sky-Five                                             | 0.067              | 70  | 12   | American IPA                        | American IPA                   |
| 1966 | 258 | Wagon Party                                          | 0.054              | 55  | 12   | California Common / Steam Beer      | NA                             |
| 1967 | 26  | General George Patton Pilsner                        | 0.054              | 48  | 16   | Czech Pilsener                      | NA                             |
| 1968 | 36  | FMB 101                                              | 0.048              | 20  | 12   | KÃ¶lsch                             | NA                             |
| 1969 | 257 | Kol' Beer                                            | 0.05               | 22  | 16   | KÃ¶lsch                             | NA                             |
| 1970 | 257 | 6 String Saison                                      | 0.08               | NA  | 16   | Saison / Farmhouse Ale              | NA                             |
| 1971 | 257 | Texas Pale Ale (TPA)                                 | 0.055              | 40  | 16   | American IPA                        | American IPA                   |
| 1972 | 257 | LuckenBock                                           | 0.07               | 18  | 16   | Bock                                | NA                             |
| 1973 | 10  | North French                                         | 0.06               | NA  | 16   | BiÃ¨re de Garde                     | NA                             |
| 1974 | 10  | Coq D'Or                                             | 0.05               | NA  | 16   | Belgian Pale Ale                    | NA                             |
| 1975 | 82  | Blue Paddle                                          | 0.048              | NA  | 12   | Czech Pilsener                      | NA                             |
| 1976 | 10  | Undertaker (2014)                                    | 0.067              | NA  | 16   | Belgian Dark Ale                    | NA                             |
| 1977 | 10  | Undertaker                                           | 0.067              | NA  | 16   | Belgian Dark Ale                    | NA                             |
| 1978 | 82  | 1554 Black Lager                                     | 0.0559999999999999 | 21  | 12   | Euro Dark Lager                     | NA                             |
| 1979 | 177 | Bitter Bitch                                         | 0.061              | 60  | 12   | American Pale Ale (APA)             | American Pale Ale (APA)        |
| 1980 | 177 | Troll Destroyer                                      | 0.085              | NA  | 12   | Belgian IPA                         | NA                             |
| 1981 | 256 | Hardcore Chimera                                     | 0.09               | NA  | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
| 1982 | 210 | Greenwood Beach                                      | 0.04               | NA  | 12   | Fruit / Vegetable Beer              | NA                             |
| 1983 | 255 | Brontide                                             | 0.05               | NA  | 12   | American Black Ale                  | NA                             |
| 1984 | 254 | Cherry Bomb                                          | 0.069              | NA  | 16   | Cider                               | NA                             |
| 1985 | 254 | Weim-R-Iner                                          | 0.069              | NA  | 16   | Cider                               | NA                             |
| 1986 | 254 | Bushwhacker Cider                                    | 0.069              | NA  | 16   | Cider                               | NA                             |
| 1987 | 82  | Shift                                                | 0.05               | 29  | 12   | American Pale Lager                 | NA                             |
| 1988 | 76  | Two Hearted                                          | 0.07               | NA  | 16   | American IPA                        | American IPA                   |
| 1989 | 76  | Oberon                                               | 0.0579999999999999 | NA  | 16   | American Pale Wheat Ale             | American Pale Wheat Ale        |
| 1990 | 165 | Cherry Ale                                           | 0.057              | 18  | 16   | Fruit / Vegetable Beer              | NA                             |
| 1992 | 93  | Franz                                                | 0.052              | 21  | 12   | MÃ¤rzen / Oktoberfest               | NA                             |
| 1993 | 93  | Panther                                              | 0.0579999999999999 | 35  | 12   | American Porter                     | NA                             |
| 1994 | 91  | The Great Pumpcan                                    | 0.079              | 18  | 16   | Fruit / Vegetable Beer              | NA                             |
| 1995 | 30  | Oktoberfest                                          | 0.055              | NA  | 12   | MÃ¤rzen / Oktoberfest               | NA                             |
| 1996 | 25  | Fistful of Hops Green                                | 0.064              | 75  | 16   | American IPA                        | American IPA                   |
| 1997 | 10  | Pumpkin Tart                                         | 0.07               | NA  | 16   | Fruit / Vegetable Beer              | NA                             |
| 1998 | 253 | Old Detroit                                          | 0.0559999999999999 | NA  | 12   | American Amber / Red Ale            | American Amber / Red Ale       |
| 1999 | 25  | Fistful Of Hops Blue                                 | 0.064              | 75  | 16   | American IPA                        | American IPA                   |
| 2000 | 25  | Fistful of Hops Orange                               | 0.063              | 75  | 16   | American IPA                        | American IPA                   |
| 2001 | 25  | Fistful Of Hops Red                                  | 0.064              | 75  | 16   | American IPA                        | American IPA                   |
| 2002 | 252 | Giant DIPA                                           | 0.089              | 88  | 16   | American Double / Imperial IPA      | American Double / Imperial IPA |
